Well;Unit;Facies;Top Depth;Facies Thickness;Flow Thickness;Core Prop.;;;;;;
1-ES-002-RS;Vale do Sol;Siliciclastics (undiff. low GR):  (2.40 m) ;693,52;2,40;2,40;;;;;;;
1-ES-002-RS;Vale do Sol;Compound lava (basic):  (7.92 m) ;695,92;7,92;7,92;;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | U. crust):  (4.56 m) ;703,84;4,56;11,12;0,40;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | massive interior):  (4.48 m) ;708,40;4,48;;;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | L. crust):  (2.08 m) ;712,88;2,08;;;;;;;;
1-ES-002-RS;Vale do Sol;Compound lava (basic):  (15.04 m) ;714,96;15,04;15,04;;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | U. crust):  (6.80 m) ;730,00;6,80;49,44;0,83;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | massive interior):  (40.88 m) ;736,80;40,88;;;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.76 m) ;777,68;1,76;;;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | U. crust):  (6.48 m) ;779,44;6,48;42,00;0,76;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | massive interior):  (32.08 m) ;785,92;32,08;;;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | L. crust):  (3.44 m) ;818,00;3,44;;;;;;;;
1-ES-002-RS;Vale do Sol;Siliciclastics (undiff. low GR):  (2.72 m) ;821,44;2,72;26,96;0,30;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | U. crust):  (8.08 m) ;824,16;8,08;;;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | massive interior):  (16.16 m) ;832,24;16,16;;;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.44 m) ;848,40;1,44;;;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | U. crust):  (7.44 m) ;849,84;7,44;42,16;0,76;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | massive interior):  (31.92 m) ;857,28;31,92;;;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | L. crust):  (2.80 m) ;889,20;2,80;;;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | U. crust):  (9.52 m) ;892,00;9,52;115,92;0,90;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | massive interior):  (104.80 m) ;901,52;104,80;;;;;;;;
1-ES-002-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.60 m) ;1006,32;1,60;;;;;;;;
1-GO-001-SC;Paranapanema;Simple lava (basic | L. crust): 100.00% (1.28 m) ;74,32;1,28;;;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-GO-001-SC;Paranapanema;Simple lava (basic | U. crust): 100.00% (10.96 m) ;75,60;10,96;36,96;0,67;38,24;36,96;0,67;1,00;0,00;0,00
1-GO-001-SC;Paranapanema;Simple lava (basic | massive interior): 100.00% (24.86 m) ;86,56;24,86;;;;;;38,24;0,00;0,00
1-GO-001-SC;Paranapanema;Simple lava (basic | L. crust): 100.00% (1.14 m) ;111,42;1,14;;;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | U. crust): 100.00% (5.44 m) ;112,56;5,44;16,32;0,60;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-GO-001-SC;Pitanga;Simple lava (basic | massive interior): 100.00% (9.82 m) ;118,00;9,82;;;328,16;40,59;0,68;0,74;0,19;0,07
1-GO-001-SC;Pitanga;Simple lava (basic | L. crust): 100.00% (1.06 m) ;127,82;1,06;;;;;;243,52;62,80;21,84
1-GO-001-SC;Pitanga;1Volcaniclastics (undiff.): 100.00% (2.88 m) ;128,88;2,88;2,88;;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | U. crust): 100.00% (8.56 m) ;131,76;8,56;24,72;0,61;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | massive interior): 100.00% (15.20 m) ;140,32;15,20;;;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | L. crust): 100.00% (0.96 m) ;155,52;0,96;;;;;;;;
1-GO-001-SC;Pitanga;Compound lava (basic): 100.00% (32.16 m) ;156,48;32,16;32,16;;;;;;;
1-GO-001-SC;Pitanga;Siliciclastics (undiff. low GR): 100.00% (2.88 m) ;188,64;2,88;2,88;;;;;;;
1-GO-001-SC;Pitanga;Compound lava (basic): 100.00% (8.30 m) ;191,52;8,30;8,30;;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | U. crust): 100.00% (12.80 m) ;199,82;12,80;84,40;0,83;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | massive interior): 100.00% (70.02 m) ;212,62;70,02;;;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | L. crust): 100.00% (1.58 m) ;282,64;1,58;;;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | rubbly flow top): 100.00% (11.60 m) ;284,22;11,60;49,94;0,73;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | massive interior): 100.00% (36.26 m) ;295,82;36,26;;;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | L. crust): 100.00% (2.08 m) ;332,08;2,08;;;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | rubbly flow top): 100.00% (10.00 m) ;334,16;10,00;48,16;0,74;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | massive interior): 100.00% (35.84 m) ;344,16;35,84;;;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | L. crust): 100.00% (2.32 m) ;380,00;2,32;;;;;;;;
1-GO-001-SC;Pitanga;Siliciclastics (undiff. low GR): 100.00% (1.92 m) ;382,32;1,92;1,92;;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | rubbly flow top): 100.00% (6.32 m) ;384,24;6,32;19,98;0,58;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | massive interior): 100.00% (11.66 m) ;390,56;11,66;;;;;;;;
1-GO-001-SC;Pitanga;Simple lava (basic | L. crust): 100.00% (2.00 m) ;402,22;2,00;;;;;;;;
1-GO-001-SC;Pitanga;Compound lava (basic): 100.00% (22.34 m) ;404,22;22,34;22,34;;;;;;;
1-GO-001-SC;;1Volcaniclastics (undiff.): 100.00% (14.16 m) ;426,56;14,16;14,16;;;;;;;
1-GO-001-SC;;Siliciclastics (undiff. low GR): 100.00% (2.88 m) ;440,72;2,88;2,88;;;;;;;
1-GO-001-SC;Ribeira;Simple lava (basic | U. crust): 100.00% (6.40 m) ;443,60;6,40;14,96;0,45;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-GO-001-SC;Ribeira;Simple lava (basic | massive interior): 100.00% (6.72 m) ;450,00;6,72;;;129,88;17,64;0,61;0,27;0,65;0,08
1-GO-001-SC;Ribeira;Simple lava (basic | L. crust): 100.00% (1.84 m) ;456,72;1,84;;;;;;35,28;84,60;10,00
1-GO-001-SC;Ribeira;Simple lava (basic | U. crust): 100.00% (2.72 m) ;458,56;2,72;20,32;0,77;;;;;;
1-GO-001-SC;Ribeira;Simple lava (basic | massive interior): 100.00% (15.68 m) ;461,28;15,68;;;;;;;;
1-GO-001-SC;Ribeira;Simple lava (basic | L. crust): 100.00% (1.92 m) ;476,96;1,92;;;;;;;;
1-GO-001-SC;Ribeira;Compound lava (basic): 100.00% (52.48 m) ;478,88;52,48;52,48;;;;;;;
1-GO-001-SC;Ribeira;1Volcaniclastics (undiff.): 100.00% (2.08 m) ;531,36;2,08;2,08;;;;;;;
1-GO-001-SC;Ribeira;Compound lava (basic): 100.00% (22.48 m) ;533,44;22,48;22,48;;;;;;;
1-GO-001-SC;Ribeira;1Volcaniclastics (undiff.): 100.00% (5.04 m) ;555,92;5,04;5,04;;;;;;;
1-GO-001-SC;Ribeira;Compound lava (basic): 100.00% (9.64 m) ;560,96;9,64;9,64;;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | U. crust): 100.00% (4.82 m) ;570,60;4,82;12,76;0,42;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-GO-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (5.38 m) ;575,42;5,38;;;360,20;44,97;0,64;0,87;0,10;0,02
1-GO-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (2.56 m) ;580,80;2,56;;;;;;314,78;37,38;8,04
1-GO-001-SC;Esmeralda;Siliciclastics (undiff. low GR): 100.00% (8.04 m) ;583,36;8,04;8,04;;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | U. crust): 100.00% (7.62 m) ;591,40;7,62;61,24;0,84;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (51.22 m) ;599,02;51,22;;;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (2.40 m) ;650,24;2,40;;;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | rubbly flow top): 100.00% (7.58 m) ;652,64;7,58;14,66;0,33;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (4.90 m) ;660,22;4,90;;;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (2.18 m) ;665,12;2,18;;;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | U. crust): 100.00% (12.12 m) ;667,30;12,12;46,38;0,71;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (32.98 m) ;679,42;32,98;;;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.28 m) ;712,40;1,28;;;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | rubbly flow top): 100.00% (18.80 m) ;713,68;18,80;63,20;0,65;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (41.34 m) ;732,48;41,34;;;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (3.06 m) ;773,82;3,06;;;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | rubbly flow top): 100.00% (6.94 m) ;776,88;6,94;88,16;0,91;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (80.26 m) ;783,82;80,26;;;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (0.96 m) ;864,08;0,96;;;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | U. crust): 100.00% (9.18 m) ;865,04;9,18;28,38;0,62;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (17.60 m) ;874,22;17,60;;;;;;;;
1-GO-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.60 m) ;891,82;1,60;;;;;;;;
1-GO-001-SC;Esmeralda;Compound lava (basic): 100.00% (37.38 m) ;893,42;37,38;37,38;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | rubbly flow top): 100.00% (12.08 m) ;930,80;12,08;44,08;0,70;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-GO-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (30.72 m) ;942,88;30,72;;;315,82;30,40;0,62;0,87;0,05;0,08
1-GO-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.28 m) ;973,60;1,28;;;;;;273,62;15,70;26,50
1-GO-001-SC;Vale do Sol;Siliciclastics (undiff. low GR): 100.00% (2.88 m) ;974,88;2,88;2,88;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | U. crust): 100.00% (8.86 m) ;977,76;8,86;45,60;0,76;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (34.74 m) ;986,62;34,74;;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.00 m) ;1021,36;2,00;;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | U. crust): 100.00% (6.88 m) ;1023,36;6,88;30,80;0,70;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (21.52 m) ;1030,24;21,52;;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.40 m) ;1051,76;2,40;;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | U. crust): 100.00% (3.04 m) ;1054,16;3,04;7,44;0,44;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (3.28 m) ;1057,20;3,28;;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.12 m) ;1060,48;1,12;;;;;;;;
1-GO-001-SC;Vale do Sol;Compound lava (basic): 100.00% (15.70 m) ;1061,60;15,70;15,70;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | U. crust): 100.00% (8.38 m) ;1077,30;8,38;52,30;0,76;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (39.84 m) ;1085,68;39,84;;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (4.08 m) ;1125,52;4,08;;;;;;;;
1-GO-001-SC;Vale do Sol;1Volcaniclastics (undiff.): 100.00% (6.96 m) ;1129,60;6,96;6,96;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | U. crust): 100.00% (11.60 m) ;1136,56;11,60;34,40;0,62;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (21.36 m) ;1148,16;21,36;;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.44 m) ;1169,52;1,44;;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | U. crust): 100.00% (5.44 m) ;1170,96;5,44;18,56;0,59;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (11.04 m) ;1176,40;11,04;;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.08 m) ;1187,44;2,08;;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | U. crust): 100.00% (4.30 m) ;1189,52;4,30;24,70;0,73;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (18.00 m) ;1193,82;18,00;;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.40 m) ;1211,82;2,40;;;;;;;;
1-GO-001-SC;Vale do Sol;Siliciclastics (undiff. low GR): 100.00% (16.66 m) ;1214,22;16,66;16,66;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | U. crust): 100.00% (8.40 m) ;1230,88;8,40;15,74;0,31;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (4.94 m) ;1239,28;4,94;;;;;;;;
1-GO-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.40 m) ;1244,22;2,40;;;;;;;;
1-MA-001-RS;Esmeralda;Siliciclastics (undiff. low GR): 100.00% (5.54 m) ;51,66;5,54;5,54;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (4.46 m) ;57,20;4,46;10,64;0,52;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (5.54 m) ;61,66;5,54;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (0.64 m) ;67,20;0,64;;;;;;;;
1-MA-001-RS;Esmeralda;Siliciclastics (undiff. low GR): 100.00% (1.15 m) ;67,84;1,15;1,15;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (7.00 m) ;68,99;7,00;20,93;0,63;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (13.13 m) ;75,99;13,13;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (0.80 m) ;89,12;0,80;;;;;;;;
1-MA-001-RS;Esmeralda;Siliciclastics (undiff. low GR): 100.00% (4.24 m) ;89,92;4,24;4,24;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (6.32 m) ;94,16;6,32;17,60;0,54;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (9.52 m) ;100,48;9,52;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.76 m) ;110,00;1,76;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (5.57 m) ;111,76;5,57;29,20;0,77;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (22.51 m) ;117,33;22,51;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.12 m) ;139,84;1,12;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (7.03 m) ;140,96;7,03;24,08;0,63;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (15.29 m) ;147,99;15,29;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.76 m) ;163,28;1,76;;;;;;;;
1-MA-001-RS;Esmeralda;Compound lava (basic): 100.00% (36.29 m) ;165,04;36,29;36,29;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (9.33 m) ;201,33;9,33;26,35;0,63;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (16.54 m) ;210,66;16,54;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (0.48 m) ;227,20;0,48;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (7.31 m) ;227,68;7,31;15,52;0,48;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (7.41 m) ;234,99;7,41;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (0.80 m) ;242,40;0,80;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (5.20 m) ;243,20;5,20;14,40;0,50;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (0.20 m) ;248,40;7,20;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (2.00 m) ;255,60;2,00;;;;;;;;
1-MA-001-RS;Esmeralda;1Volcaniclastics (undiff.): 100.00% (6.56 m) ;257,60;6,56;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (10.32 m) ;264,16;10,32;33,63;0,63;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (21.31 m) ;274,48;21,31;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (2.00 m) ;295,79;2,00;;;;;;;;
1-MA-001-RS;Esmeralda;Compound lava (basic): 100.00% (17.33 m) ;297,79;17,33;17,33;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (9.52 m) ;315,12;9,52;44,08;0,74;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (32.69 m) ;324,64;32,69;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.87 m) ;357,33;1,87;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (5.20 m) ;359,20;5,20;15,68;0,54;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (8.40 m) ;364,40;8,40;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (2.08 m) ;372,80;2,08;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (4.40 m) ;374,88;4,40;9,84;0,29;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (2.88 m) ;379,28;2,88;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (2.56 m) ;382,16;2,56;;;;;;;;
1-MA-001-RS;Esmeralda;Compound lava (basic): 100.00% (14.27 m) ;384,72;14,27;14,27;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (5.67 m) ;398,99;5,67;20,61;0,67;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (13.82 m) ;404,66;13,82;;;;;;;;
1-MA-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.12 m) ;418,48;1,12;;;;;;;;
1-MA-001-RS;;1Volcaniclastics (undiff.): 100.00% (6.00 m) ;419,60;6,00;6,00;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (11.73 m) ;425,60;11,73;42,80;0,67;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (28.59 m) ;437,33;28,59;;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.48 m) ;465,92;2,48;;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (6.08 m) ;468,40;6,08;13,36;0,32;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (4.24 m) ;474,48;4,24;;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (3.04 m) ;478,72;3,04;;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (5.04 m) ;481,76;5,04;13,92;0,55;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (7.60 m) ;486,80;7,60;;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.28 m) ;494,40;1,28;;;;;;;;
1-MA-001-RS;Vale do Sol;1Volcaniclastics (undiff.): 100.00% (2.08 m) ;495,68;2,08;2,08;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (14.24 m) ;497,76;14,24;59,94;0,72;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (43.00 m) ;512,00;43,00;;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.70 m) ;555,00;2,70;;;;;;;;
1-MA-001-RS;Vale do Sol;Siliciclastics (undiff. low GR): 100.00% (2.96 m) ;557,70;2,96;2,96;;;;;;;
1-MA-001-RS;Vale do Sol;Compound lava (basic): 100.00% (3.67 m) ;560,66;3,67;3,67;;;;;;;
1-MA-001-RS;Vale do Sol;Siliciclastics (undiff. low GR): 100.00% (3.03 m) ;564,33;3,03;3,03;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top): 100.00% (11.12 m) ;567,36;11,12;61,84;0,79;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (48.85 m) ;578,48;48,85;;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.87 m) ;627,33;1,87;;;;;;;;
1-MA-001-RS;Vale do Sol;1Volcaniclastics (undiff.): 100.00% (5.36 m) ;629,20;5,36;5,36;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (7.76 m) ;634,56;7,76;51,43;0,80;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (41.34 m) ;642,32;41,34;;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.33 m) ;683,66;2,33;;;;;;;;
1-MA-001-RS;Vale do Sol;Siliciclastics (undiff. low GR): 100.00% (2.00 m) ;685,99;2,00;2,00;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (9.33 m) ;687,99;9,34;30,71;0,64;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (19.63 m) ;697,33;19,63;;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.74 m) ;716,96;1,74;;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (4.63 m) ;718,70;4,63;15,06;0,59;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (8.83 m) ;723,33;8,83;;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.60 m) ;732,16;1,60;;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (4.90 m) ;733,76;4,90;15,36;0,52;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (8.06 m) ;738,66;8,06;;;;;;;;
1-MA-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.40 m) ;746,72;2,40;;;;;;;;
1-MC-001-RS;Esmeralda;Simple lava (basic | rubbly flow top): 100.00% (7.52 m) ;35,36;7,52;17,60;0,48;;;;;;
1-MC-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (8.40 m) ;42,88;8,40;;;;;;;;
1-MC-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.68 m) ;51,28;1,68;;;;;;;;
1-MC-001-RS;Esmeralda;Volcaniclastics (undiff.): 100.00% (7.44 m) ;52,96;7,44;7,44;;;;;;;
1-MC-001-RS;Esmeralda;Simple lava (basic | U. crust): 100.00% (4.56 m) ;60,40;4,56;39,92;0,85;;;;;;
1-MC-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (33.92 m) ;64,96;33,92;;;;;;;;
1-MC-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.44 m) ;98,88;1,44;;;;;;;;
1-MC-001-RS;Esmeralda;Volcaniclastics (undiff.): 100.00% (3.08 m) ;100,32;3,08;3,08;;;;;;;
1-MC-001-RS;Esmeralda;Simple lava (basic | rubbly flow top): 100.00% (4.36 m) ;103,40;4,36;26,76;0,80;;;;;;
1-MC-001-RS;Esmeralda;Simple lava (basic | massive interior): 100.00% (21.28 m) ;107,76;21,28;;;;;;;;
1-MC-001-RS;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.12 m) ;129,04;1,12;;;;;;;;
1-MC-001-RS;Esmeralda;Compound lava (basic): 100.00% (18.08 m) ;130,16;18,08;18,08;;;;;;;
1-MC-001-RS;Palmas;Lava (evolved | banded): 100.00% (6.96 m) ;148,24;6,96;42,16;0,69;;;;;;
1-MC-001-RS;Palmas;Lava (evolved | U. crust): 100.00% (4.80 m) ;155,20;4,80;;;;;;;;
1-MC-001-RS;Palmas;Lava (evolved | interior): 100.00% (29.12 m) ;160,00;29,12;;;;;;;;
1-MC-001-RS;Palmas;Lava (evolved | L. crust): 100.00% (1.28 m) ;189,12;1,28;;;;;;;;
1-MC-001-RS;Palmas;Lava (evolved | banded): 100.00% (39.76 m) ;190,40;39,76;60,40;0,24;;;;;;
1-MC-001-RS;Palmas;Lava (evolved | U. crust): 100.00% (5.12 m) ;230,16;5,12;;;;;;;;
1-MC-001-RS;Palmas;Lava (evolved | interior): 100.00% (14.64 m) ;235,28;14,64;;;;;;;;
